versiculo,localizacao
Só ele cura os de coração quebrantado e cuida das suas feridas.,Salmos 147:3
"Ouvi uma forte voz que vinha do trono e dizia: ""Agora o tabernáculo de Deus está com os homens, com os quais ele viverá. Eles serão os seus povos; o próprio Deus estará com eles e será o seu Deus. Ele enxugará dos seus olhos toda lágrima. Não haverá mais morte, nem tristeza, nem choro, nem dor, pois a antiga ordem já passou"".",Apocalipse 21:3-4
"E consideremos uns aos outros para nos incentivarmos ao amor e às boas obras. Não deixemos de reunir-nos como igreja, segundo o costume de alguns, mas procuremos encorajar-nos uns aos outros, ainda mais quando vocês veem que se aproxima o Dia.",Hebreus 10:24-25
"Como é bom e agradável quando os irmãos convivem em união! É como óleo precioso derramado sobre a cabeça, que desce pela barba, a barba de Arão, até a gola das suas vestes. É como o orvalho do Hermom quando desce sobre os montes de Sião. Ali o Senhor concede a bênção da vida para sempre.",Salmos 133:1-3
"Sejam mutuamente hospitaleiros, sem reclamação.",1 Pedro 4:9
"Os que aceitaram a mensagem foram batizados, e naquele dia houve um acréscimo de cerca de três mil pessoas. Eles se dedicavam ao ensino dos apóstolos e à comunhão, ao partir do pão e às orações. Todos estavam cheios de temor, e muitas maravilhas e sinais eram feitos pelos apóstolos. Os que criam mantinham-se unidos e tinham tudo em comum.",Atos dos Apóstolos 2:41-44
"Vendendo suas propriedades e bens, distribuíam a cada um conforme a sua necessidade. Todos os dias, continuavam a reunir-se no pátio do templo. Partiam o pão em casa e juntos participavam das refeições, com alegria e sinceridade de coração, louvando a Deus e tendo a simpatia de todo o povo. E o Senhor lhes acrescentava diariamente os que iam sendo salvos.",Atos dos Apóstolos 2:45-47
"Irmãos, vocês foram chamados para a liberdade. Mas não usem a liberdade para dar ocasião à vontade da carne; ao contrário, sirvam uns aos outros mediante o amor.",Gálatas 5:13
"Se por estarmos em Cristo nós temos alguma motivação, alguma exortação de amor, alguma comunhão no Espírito, alguma profunda afeição e compaixão, completem a minha alegria, tendo o mesmo modo de pensar, o mesmo amor, um só espírito e uma só atitude.",Filipenses 2:1-2
"você, com quem eu partilhava agradável comunhão enquanto íamos com a multidão festiva para a casa de Deus!",Salmos 55:14
"Sejam bondosos e compassivos uns para com os outros, perdoando-se mutuamente, assim como Deus os perdoou em Cristo.",Efésios 4:32
"Habite ricamente em vocês a palavra de Cristo; ensinem e aconselhem-se uns aos outros com toda a sabedoria e cantem salmos, hinos e cânticos espirituais com gratidão a Deus em seu coração.",Colossenses 3:16
"Se afirmarmos que temos comunhão com ele, mas andamos nas trevas, mentimos e não praticamos a verdade. Se, porém, andarmos na luz, como ele está na luz, temos comunhão uns com os outros, e o sangue de Jesus, seu Filho, nos purifica de todo pecado.",1 João 1:6-7
Dediquem-se uns aos outros com amor fraternal. Prefiram dar honra aos outros mais do que a vocês.,Romanos 12:10
"Agora que vocês purificaram a sua vida pela obediência à verdade, visando ao amor fraternal e sincero, amem sinceramente uns aos outros e de todo o coração.",1 Pedro 1:22
"Por isso, exortem-se e edifiquem-se uns aos outros, como de fato vocês estão fazendo.",1 Tessalonicenses 5:11
"É melhor ter companhia do que estar sozinho, porque maior é a recompensa do trabalho de duas pessoas. Se um cair, o amigo pode ajudá-lo a levantar-se. Mas pobre do homem que cai e não tem quem o ajude a levantar-se! E, se dois dormirem juntos, vão manter-se aquecidos. Como, porém, manter-se aquecido sozinho? Um homem sozinho pode ser vencido, mas dois conseguem defender-se. Um cordão de três dobras não se rompe com facilidade.",Eclesiastes 4:9-10
"E, se dois dormirem juntos, vão manter-se aquecidos. Como, porém, manter-se aquecido sozinho? Um homem sozinho pode ser vencido, mas dois conseguem defender-se. Um cordão de três dobras não se rompe com facilidade.",Eclesiastes 4:11-12
"Sem mais, irmãos, despeço-me de vocês! Procurem aperfeiçoar-se, exortem-se mutuamente, tenham um só pensamento, vivam em paz. E o Deus de amor e paz estará com vocês.",2 Coríntios 13:11
"""Um novo mandamento dou a vocês: Amem-se uns aos outros. Como eu os amei, vocês devem amar-se uns aos outros.",João 13:34
"Jesus olhou para eles e respondeu: ""Para o homem é impossível, mas para Deus todas as coisas são possíveis"".",Mateus 19:26
"""Ah! Soberano Senhor, tu fizeste os céus e a terra pelo teu grande poder e por teu braço estendido. Nada é difícil demais para ti.",Jeremias 32:17
"""Sei que podes fazer todas as coisas; nenhum dos teus planos pode ser frustrado.",Jó 42:2
"""Mesmo que isso pareça impossível para o remanescente deste povo naquela época, será impossível para mim?"", declara o Senhor dos Exércitos.",Zacarias 8:6
"Perguntou Maria ao anjo: ""Como acontecerá isso se sou virgem?"" O anjo respondeu: ""O Espírito Santo virá sobre você, e o poder do Altíssimo a cobrirá com a sua sombra. Assim, aquele que há de nascer será chamado Santo, Filho de Deus.",Lucas 1:34-35
"Também Isabel, sua parenta, terá um filho na velhice; aquela que diziam ser estéril já está em seu sexto mês de gestação. Pois nada é impossível para Deus"". Respondeu Maria: ""Sou serva do Senhor; que aconteça comigo conforme a tua palavra"". Então o anjo a deixou.",Lucas 1:36-38
"""Se podes?"", disse Jesus. ""Tudo é possível àquele que crê.""",Marcos 9:23
"Jesus olhou para eles e respondeu: ""Para o homem é impossível, mas para Deus não; todas as coisas são possíveis para Deus"".",Marcos 10:27
"Jesus respondeu: ""O que é impossível para os homens é possível para Deus"".",Lucas 18:27
"Ele respondeu: ""Porque a fé que vocês têm é pequena. Eu asseguro que, se vocês tiverem fé do tamanho de um grão de mostarda, poderão dizer a este monte: 'Vá daqui para lá', e ele irá. Nada será impossível para vocês.",Mateus 17:20
"Portanto, eu digo: Tudo o que vocês pedirem em oração, creiam que já o receberam, e assim sucederá.",Marcos 11:24
"Mas o Senhor disse a Abraão: ""Por que Sara riu e disse: 'Poderei realmente dar à luz, agora que sou idosa?' Existe alguma coisa impossível para o Senhor? Na primavera voltarei a você, e Sara terá um filho"".",Gênesis 18:13-14
"Este homem foi entregue por propósito determinado e pré-conhecimento de Deus; e vocês, com a ajuda de homens perversos, o mataram, pregando-o na cruz. Mas Deus o ressuscitou dos mortos, rompendo os laços da morte, porque era impossível que a morte o retivesse.",Atos dos Apóstolos 2:23-24
Grande é o nosso Soberano e tremendo é o seu poder; é impossível medir o seu entendimento.,Salmos 147:5
"Mas o fruto do Espírito é amor, alegria, paz, paciência, amabilidade, bondade, fidelidade,",Gálatas 5:22
"Não se embriaguem com vinho, que leva à libertinagem, mas deixem-se encher pelo Espírito,",Efésios 5:18
"Pois o Reino de Deus não é comida nem bebida, mas justiça, paz e alegria no Espírito Santo;",Romanos 14:17
"Pedro respondeu: ""Arrependam-se, e cada um de vocês seja batizado em nome de Jesus Cristo para perdão dos seus pecados, e receberão o dom do Espírito Santo.",Atos dos Apóstolos 2:38
"""O Espírito do Senhor está sobre mim, porque ele me ungiu para pregar boas-novas aos pobres. Ele me enviou para proclamar liberdade aos presos e recuperação da vista aos cegos, para libertar os oprimidos",Lucas 4:18
"E eu pedirei ao Pai, e ele dará a vocês outro Conselheiro para estar com vocês para sempre, o Espírito da verdade. O mundo não pode recebê-lo, porque não o vê nem o conhece. Mas vocês o conhecem, pois ele vive com vocês e estará em vocês.",João 14:16-17
Não os deixarei órfãos; voltarei para vocês. ,João 14:18
"Dentro de pouco tempo o mundo não me verá mais; vocês, porém, me verão. Porque eu vivo, vocês também viverão. Naquele dia, compreenderão que estou em meu Pai, vocês em mim, e eu em vocês.",João 14:19-20
"Quem tem os meus mandamentos e lhes obedece, esse é o que me ama. Aquele que me ama será amado por meu Pai, e eu também o amarei e me revelarei a ele"".",João 14:21
"Disse então Judas (não o Iscariotes): ""Senhor, mas por que te revelarás a nós e não ao mundo?"" Respondeu Jesus: ""Se alguém me ama, obedecerá à minha palavra. Meu Pai o amará, nós viremos a ele e faremos morada nele. Aquele que não me ama não obedece às minhas palavras. Estas palavras que vocês estão ouvindo não são minhas; são de meu Pai que me enviou.",João 14:22-24
"""Tudo isso tenho dito enquanto ainda estou com vocês. Mas o Conselheiro, o Espírito Santo, que o Pai enviará em meu nome, ensinará a vocês todas as coisas e fará vocês lembrarem tudo o que eu disse.",João 14:25-26
"Não entristeçam o Espírito Santo de Deus, com o qual vocês foram selados para o dia da redenção.",Efésios 4:30
nos selou como sua propriedade e pôs o seu Espírito em nossos corações como garantia do que está por vir.,2 Coríntios 1:22
"quanto mais o sangue de Cristo, que pelo Espírito eterno se ofereceu de forma imaculada a Deus, purificará a nossa consciência de atos que levam à morte, para que sirvamos ao Deus vivo!",Hebreus 9:14
"Respondeu Jesus: ""Digo a verdade: Ninguém pode entrar no Reino de Deus se não nascer da água e do Espírito. O que nasce da carne é carne, mas o que nasce do Espírito é espírito. Não se surpreenda pelo fato de eu ter dito: É necessário que vocês nasçam de novo.",João 3:5-7
Não me expulses da tua presença nem tires de mim o teu Santo Espírito.,Salmos 51:11
"Mas, quando os prenderem, não se preocupem quanto ao que dizer, ou como dizê-lo. Naquela hora, será dado o que dizer, pois não serão vocês que estarão falando, mas o Espírito do Pai de vocês falará por intermédio de vocês.",Mateus 10:19-20
"""Também digo que, se dois de vocês concordarem na terra em qualquer assunto sobre o qual pedirem, isso será feito a vocês por meu Pai que está nos céus. Pois onde se reunirem dois ou três em meu nome, ali eu estou no meio deles"".",Mateus 18:19-20
"E viram o que parecia línguas de fogo, que se separaram e pousaram sobre cada um deles. Todos ficaram cheios do Espírito Santo e começaram a falar noutras línguas, conforme o Espírito os capacitava. Havia em Jerusalém judeus, devotos a Deus, vindos de todas as nações do mundo.",Atos dos Apóstolos 2:3-5
"Chegando o dia de Pentecoste, estavam todos reunidos num só lugar. De repente veio do céu um som, como de um vento muito forte, e encheu toda a casa na qual estavam assentados.",Atos dos Apóstolos 2:1-2
"Filhos, obedeçam a seus pais no Senhor, pois isso é justo. ""Honra teu pai e tua mãe"" - este é o primeiro mandamento com promessa - ""para que tudo te corra bem e tenhas longa vida sobre a terra"".",Efésios 6:1-3
"Pais, não irritem seus filhos; antes criem-nos segundo a instrução e o conselho do Senhor.",Efésios 6:4
"""Honra teu pai e tua mãe, a fim de que tenhas vida longa na terra que o Senhor,o teu Deus, te dá.",Êxodo 20:12
"Filhos, obedeçam a seus pais em tudo, pois isso agrada ao Senhor.",Colossenses 3:20
"Pais, não irritem seus filhos, para que eles não desanimem.",Colossenses 3:21
"Os filhos dos filhos são uma coroa para os idosos, e os pais são o orgulho dos seus filhos.",Provérbios 17:6
"Os filhos são herança do Senhor, uma recompensa que ele dá. Como flechas nas mãos do guerreiro são os filhos nascidos na juventude. Como é feliz o homem que tem a sua aljava cheia deles! Não será humilhado quando enfrentar seus inimigos no tribunal.",Salmos 127:3-5
"Que todas estas palavras que hoje lhe ordeno estejam em seu coração. Ensine-as com persistência a seus filhos. Converse sobre elas quando estiver sentado em casa, quando estiver andando pelo caminho, quando se deitar e quando se levantar.",Deuteronômio 6:6-7
"Instrua a criança segundo os objetivos que você tem para ela, e mesmo com o passar dos anos não se desviará deles.",Provérbios 22:6
"A vara da correção dá sabedoria, mas a criança entregue a si mesma envergonha a sua mãe.",Provérbios 29:15
Quem se nega a castigar seu filho não o ama; quem o ama não hesita em discipliná-lo.,Provérbios 13:24
"Suportem as dificuldades, recebendo-as como disciplina; Deus os trata como filhos. Ora, qual o filho que não é disciplinado por seu pai?",Hebreus 12:7
"Ouça, meu filho, a instrução de seu pai e não despreze o ensino de sua mãe. Eles serão um enfeite para a sua cabeça, um adorno para o seu pescoço.",Provérbios 1:8-9
"Ouça o seu pai, que o gerou; não despreze sua mãe quando ela envelhecer.",Provérbios 23:22
Provérbios de Salomão: O filho sábio dá alegria ao pai; o filho tolo dá tristeza à mãe.,Provérbios 10:1
O filho que rouba o pai e expulsa a mãe é causador de vergonha e desonra.,Provérbios 19:26
"Se alguém amaldiçoar seu pai ou sua mãe, a luz de sua vida se extinguirá na mais profunda escuridão.",Provérbios 20:20
O pai do justo exultará de júbilo; quem tem filho sábio nele se alegra.,Provérbios 23:24
"""Os pais não serão mortos em lugar dos filhos, nem os filhos em lugar dos pais; cada um morrerá pelo seu próprio pecado.",Deuteronômio 24:16
"Mas, se uma viúva tem filhos ou netos, que estes aprendam primeiramente a pôr a sua religião em prática, cuidando de sua própria família e retribuindo o bem recebido de seus pais e avós, pois isso agrada a Deus.",1 Timóteo 5:4
"Se alguém não cuida de seus parentes, e especialmente dos de sua própria família, negou a fé e é pior que um descrente.",1 Timóteo 5:8
"Se, porém, não agrada a vocês servir ao Senhor, escolham hoje a quem irão servir, se aos deuses que os seus antepassados serviram além do Eufrates, ou aos deuses dos amorreus, em cuja terra vocês estão vivendo. Mas eu e a minha família serviremos ao Senhor"".",Josué 24:15
"Por essa razão, o homem deixará pai e mãe e se unirá à sua mulher, e eles se tornarão uma só carne.",Gênesis 2:24
